Name,Position,Age,ca,pa,Nationality,Club,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggressiion,Anticipation,Bravery,Composure,Concentration,Vision,Decision,Determination,Flair,Leadership,Off The Ball,Position,Teamwork,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Stability,Foul,Contest performance,Injury,diversity,Aerial Reach,Command Of Area,Communication,Eccentricity,Handling,Kicking,One On Ones,Reflexes,Rushing Out,Punching,Throwing,Adaptation,Ambition,Argue,Loyal,Resistant to stress,Professional,Sportsmanship,Emotional control,GK,DL,DC,DR,WBL,WBR,DM,ML,MC,MR,AML,AMC,AMR,ST,Height,Weight,Left Foot,Right Foot,Values,Current reputation,Domestic reputation,World reputation,Race,RCA,Colour of skin,Date of birth,Number of national team appearances,Goals scored for the national team,Salary,Rental club,UID
Dante,D C,38,135,160,"Brazil,Belgium",OGC Nice,4,5,12,8,15,4,16,5,8,15,16,5,16,13,15,16,18,16,14,17,15,19,17,18,12,15,16,16,5,7,17,15,16,5,13,17,15,12,18,7,10,4,2,2,3,4,2,1,1,3,2,2,16,15,10,18,18,18,15,15,1,8,20,1,8,1,1,1,1,1,1,1,1,1,188,89,20,11,676927,6750,6750,5000,African_Caribbean,140,14,1983/10/18,13,2,28747,,316742
Romain Saïss,D/DM C,32,135,138,"Morocco,France",Beşiktaş A.Ş.,5,8,11,11,13,11,16,11,7,13,14,8,13,13,13,13,13,15,14,14,13,15,9,10,10,13,14,13,12,13,15,15,13,12,14,14,14,16,14,7,13,1,3,3,1,2,2,1,2,3,2,2,13,13,10,11,14,15,11,11,1,1,20,1,13,1,16,1,10,1,1,1,1,1,188,84,20,8,347975206,6699,6699,5449,Northern_European,135,6,1990/3/26,63,1,57692,,85116519
Rochinha,AM RLC,27,135,139,"Portugal,Angola",Sporting Clube de Portugal,14,14,16,13,15,12,6,14,7,5,14,12,8,16,10,12,12,13,11,15,12,12,14,8,14,8,8,12,13,15,12,6,12,13,13,7,11,6,5,7,13,2,3,3,2,4,4,2,1,3,3,3,13,16,7,10,12,14,8,14,1,1,1,1,1,1,1,7,14,14,20,18,18,14,169,67,12,20,7492499,6750,6750,5250,Mediterranean_Hispanic,133,6,1995/5/3,0,0,16749,,55063244
Nicolás Ibáñez,S,27,135,139,Argentina,Pachuca CF,10,9,12,16,14,11,14,13,6,10,13,11,9,13,11,14,12,14,13,10,13,12,10,7,14,12,11,13,14,14,13,14,12,13,15,14,12,8,12,5,10,1,3,3,1,1,1,2,2,3,2,3,12,10,4,10,13,10,10,12,1,1,1,1,1,1,1,1,1,1,1,1,1,20,179,70,10,20,4148014,6750,6750,3550,Mediterranean_Hispanic,142,8,1994/8/23,0,0,19699,,14164743
Rúben Semedo,D C,28,135,145,"Portugal,Cape Verde Islands",Al-Duhail Sports Club,7,8,11,8,12,7,14,7,8,14,12,9,16,14,17,14,17,16,10,12,11,13,10,11,10,14,13,12,11,11,15,15,18,13,14,17,12,15,13,6,8,3,3,4,2,3,3,3,1,1,1,2,13,16,18,7,12,6,13,12,1,1,20,6,1,1,10,1,1,1,1,1,1,1,189,88,9,20,12951063,6750,6750,4500,African_Caribbean,134,16,1994/4/4,3,0,57533,,55063358
Salvatore Sirigu,GK,35,135,155,Italy,Parthenope,5,1,6,2,8,10,7,2,3,3,8,4,2,8,10,14,15,13,13,7,14,17,7,14,3,14,16,8,9,13,14,16,13,10,9,13,14,8,15,7,14,14,14,15,5,14,12,13,15,13,13,13,15,17,8,15,14,18,16,13,20,1,1,1,1,1,1,1,1,1,1,1,1,1,192,80,6,20,1155312,6750,6500,5500,Mediterranean_Hispanic,136,2,1987/1/12,28,0,25000,,1401013
Niklas Stark,D C,27,135,138,Germany,SV Werder Bremen,6,8,10,9,12,7,13,10,10,13,12,8,13,11,13,13,14,13,11,10,13,13,7,11,10,13,18,16,13,12,13,15,15,14,14,14,10,11,12,13,14,3,3,1,2,1,3,2,1,4,2,4,11,17,8,13,9,18,15,14,1,10,20,1,1,1,12,1,8,1,1,1,1,1,190,88,12,20,9909595,6878,6878,6228,Northern_European,133,5,1995/4/14,2,0,27499,,91109615
Patrick Wimmer,AM RL,21,135,153,Austria,VfL Wolfsburg,12,10,15,11,12,12,8,11,5,9,12,7,12,13,15,12,16,12,12,13,12,16,15,5,13,10,16,16,15,13,11,11,14,15,13,11,13,9,12,7,19,2,3,2,1,2,2,2,2,1,3,3,14,16,6,8,12,14,11,9,1,10,1,12,10,12,8,15,12,15,18,12,20,10,182,77,12,20,12473999,6748,6001,5808,Northern_European,133,2,2001/5/30,1,0,38355,,16253898
Nicolás Lodeiro,M/AM RLC,33,135,145,"Uruguay,United States",Seattle Sounders FC,14,14,14,14,13,14,10,12,1,6,14,13,8,14,7,11,10,11,12,15,13,14,13,14,13,5,15,16,13,14,10,7,16,13,15,13,11,8,13,11,13,2,2,3,2,3,1,1,3,4,1,3,15,14,6,10,9,14,15,12,1,1,1,1,1,1,1,16,19,14,18,20,20,11,171,69,20,11,347975206,6737,6837,5569,Mediterranean_Hispanic,133,4,1989/3/21,60,5,63145,,78018171
Andoni Gorosabel,D/WB R,25,135,146,"Spain,Pays Basque",Real San Sebastián,7,15,13,9,12,8,9,10,8,14,12,11,13,13,14,13,13,13,11,12,13,13,8,9,16,12,14,16,14,13,14,8,13,14,14,15,12,6,10,8,8,3,3,3,3,1,2,3,3,3,3,3,13,14,6,15,12,13,11,11,1,1,1,20,1,18,1,1,1,1,1,1,1,1,174,70,9,20,11101677,6700,6700,4500,Mediterranean_Hispanic,131,2,1996/8/4,0,0,15871,,67202652
Stefan Medina,D/DM RC,30,135,140,Colombia,CF Monterrey,6,10,7,9,13,8,14,9,10,15,13,10,15,13,9,14,13,16,15,13,14,13,8,12,12,14,13,14,13,12,14,11,14,13,13,9,14,8,13,8,15,2,1,3,3,1,3,3,2,3,4,4,12,14,7,13,11,12,11,12,1,1,20,17,1,1,16,1,1,1,1,1,1,1,179,71,10,20,3830814,6623,6272,3532,Mediterranean_Hispanic,135,8,1992/6/14,30,0,17590,,76016507
Aleix Vidal,D/WB/M/AM RL,32,135,149,Spain,Espanyol,11,12,13,10,13,8,7,9,12,11,13,11,12,13,12,11,14,11,12,10,13,15,15,9,15,11,13,16,15,12,12,8,15,13,13,9,14,10,12,7,16,2,1,2,3,3,1,1,3,1,3,1,11,14,10,8,13,13,11,9,1,1,1,18,1,18,1,15,1,18,16,1,20,1,177,70,10,20,3505900,6800,6800,6000,Mediterranean_Hispanic,125,5,1989/8/21,1,0,16471,,67064771
Gedson Fernandes,M C,23,135,145,"Portugal,São Tomé and Príncipe",Beşiktaş A.Ş.,12,8,13,8,14,11,6,12,5,12,13,11,13,14,14,13,15,14,14,12,13,14,14,10,12,12,14,16,13,14,14,12,18,13,18,14,14,3,13,4,14,2,2,3,3,1,3,2,2,4,3,1,14,13,5,16,12,18,14,13,1,1,1,1,1,1,13,1,20,1,1,10,13,1,182,69,7,20,8198385,6850,6600,6050,African_Caribbean,135,13,1999/1/9,2,0,38462,,83111338
Julian Baumgartlinger,DM/M C,34,135,138,Austria,FC Augsburg,7,8,9,7,10,6,12,8,10,13,12,8,16,11,18,12,17,13,17,9,12,17,6,15,12,14,17,18,12,10,14,11,19,13,18,15,18,10,17,12,8,1,2,3,3,2,3,2,1,2,1,1,12,16,4,14,13,18,15,14,1,1,1,1,1,1,20,1,20,1,1,1,1,1,181,85,14,20,617606,6700,6700,5550,Northern_European,133,3,1988/1/2,84,1,24000,,5607656
Harry Wilson,AM RLC,25,135,140,Wales,Fulham,14,15,15,14,14,16,5,14,3,6,14,15,7,15,11,12,10,15,9,14,14,15,14,12,14,7,12,13,14,14,14,6,13,14,13,8,12,5,12,9,9,3,1,2,1,3,2,3,2,3,1,1,11,14,8,16,10,14,10,13,1,1,1,1,1,1,1,13,11,11,16,18,20,12,173,0,20,9,33726766,6750,7000,5250,Northern_European,136,3,1997/3/22,39,5,46397,,28094949
Haris Seferovic,S,30,135,145,"Switzerland,Bosnia and Herzegovina",SL Benfica,9,12,12,13,13,9,12,12,8,7,13,11,9,13,14,15,16,11,12,14,13,13,11,12,14,8,15,12,12,12,17,14,14,12,13,16,12,9,13,8,7,2,2,1,3,1,2,3,3,3,2,1,15,13,15,7,12,12,12,8,1,1,1,1,1,1,1,10,1,1,10,12,1,20,186,83,20,14,3608549,6700,6850,5350,Northern_European,135,6,1992/2/22,86,25,36399,Galatasaray A.Ş.,69004248
Pablo Maffeo,D/WB R,25,135,151,"Spain,Argentina",Mallorca,6,13,13,7,11,7,9,11,12,12,12,8,15,12,14,12,16,10,10,10,11,17,13,8,13,12,14,17,16,15,15,8,15,14,14,10,14,12,16,6,10,1,1,2,1,3,1,2,1,2,1,4,10,16,13,9,14,8,10,8,1,1,8,20,1,20,1,1,1,12,1,1,12,1,173,68,12,20,7064704,6750,6750,5150,Mediterranean_Hispanic,128,6,1997/7/12,0,0,28845,,28095341
Manor Solomon,AM RLC,23,135,151,"Israel,Portugal",Shakhtar Donetsk,10,14,17,13,14,14,8,13,10,8,14,2,8,15,7,13,11,15,12,12,13,15,11,11,13,8,11,11,13,13,13,7,13,14,14,13,12,5,12,10,11,2,3,3,4,3,1,2,2,3,3,1,13,13,7,5,10,14,13,10,1,1,1,1,1,1,1,13,1,13,20,15,15,1,167,63,13,20,40484159,7500,7485,6237,North_African__Middle_Eastern,139,8,1999/7/24,31,6,28236,Fulham,42077304
Nicolás Capaldo,M RC,23,135,147,"Argentina,Italy",Fussballclub RB Salzburg,6,10,11,8,12,5,11,7,4,13,13,6,13,13,11,12,15,13,13,13,11,15,12,6,13,13,15,17,16,15,13,8,18,15,17,13,14,6,12,10,14,4,1,1,2,3,1,1,2,3,1,1,18,13,4,10,12,14,16,14,1,1,1,13,1,1,14,1,20,15,1,1,1,1,173,73,11,20,10358288,6748,6748,4248,Mediterranean_Hispanic,133,7,1998/9/14,0,0,27839,,14183076
Pep Biel,AM RC,25,135,140,Spain,Olympiacos SF Piraeus,15,13,13,15,14,14,6,13,4,8,15,14,7,15,12,13,10,12,9,13,13,13,15,7,14,8,14,14,13,15,14,7,14,12,15,10,12,4,13,6,10,3,4,3,3,4,2,3,3,3,3,1,12,14,3,13,13,15,14,13,1,1,1,1,1,1,1,1,14,1,10,20,16,15,167,64,20,11,9974249,6750,6055,4503,Mediterranean_Hispanic,133,1,1996/9/5,0,0,23653,,67245506
Damián Suárez,D/WB R,34,135,139,Uruguay,Getafe,14,13,11,7,11,11,7,12,14,13,12,8,14,12,17,13,18,12,15,9,13,15,9,13,13,14,17,18,14,13,14,9,15,13,15,10,15,17,13,4,15,3,3,2,2,3,1,2,3,3,2,4,14,12,5,7,12,12,7,9,1,14,1,20,12,18,8,1,1,10,1,1,1,1,173,74,7,20,801641,6750,6100,5250,Mediterranean_Hispanic,134,11,1988/4/27,6,0,15104,,78001192
Josh Brownhill,M/AM RC,26,135,140,England,Burnley,14,11,13,9,13,14,9,12,8,12,15,12,13,12,13,13,12,13,13,13,13,10,12,8,14,12,15,16,13,13,12,11,14,12,16,10,13,5,13,6,10,2,1,2,1,2,1,3,4,3,3,3,17,12,1,10,11,11,12,11,1,1,1,10,1,13,15,1,20,17,1,16,13,1,178,69,8,20,18905230,6750,6750,5250,Northern_European,131,1,1995/12/19,0,0,28708,,29110715
Walter Kannemann,D LC,31,135,144,"Argentina,Germany",GRE,5,7,8,6,9,4,15,5,10,15,10,6,16,9,18,15,19,10,14,7,15,16,5,15,10,15,15,19,10,10,14,13,13,11,14,15,14,17,15,16,7,3,2,2,1,3,1,4,1,1,3,3,20,14,7,13,14,17,8,13,1,15,20,1,1,1,1,1,1,1,1,1,1,1,183,77,20,6,1683839,6711,6744,4527,Northern_European,134,1,1991/3/14,6,0,22363,,14023376
Ludovic Ajorque,S,28,135,136,"France,Réunion",RC Strasbourg Alsace,4,10,12,16,13,7,17,12,4,4,12,15,2,13,13,14,15,13,15,11,13,15,13,12,12,7,15,16,12,12,16,17,15,12,14,16,13,8,12,7,10,2,4,1,2,4,3,1,1,3,3,3,18,14,7,13,10,12,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,20,197,82,20,7,7963831,6750,6750,4015,Mixed_Race,134,8,1994/2/25,0,0,22559,,85103818
Franco Cervi,M/AM L,28,135,143,"Argentina,Italy",Vigo,12,10,13,11,12,12,4,13,8,11,13,12,13,13,16,14,14,10,14,13,11,18,13,9,15,13,14,18,15,15,16,7,17,15,15,8,12,14,10,11,12,3,1,3,3,1,3,3,2,2,3,3,7,13,6,14,12,14,7,11,1,10,1,1,14,1,1,19,1,1,20,14,10,1,167,60,20,7,5698861,6498,5907,5091,Mediterranean_Hispanic,135,6,1994/5/26,4,1,47944,,14078688
Rúben Vezo,D C,28,135,140,"Portugal,Cape Verde Islands",Levante,6,8,10,6,12,7,14,7,12,13,12,10,15,12,12,14,13,13,11,11,12,13,6,12,10,14,12,15,14,14,12,14,12,14,14,13,13,8,12,8,12,1,1,1,3,1,3,3,3,2,3,3,11,12,5,14,13,16,13,14,1,7,20,14,1,1,10,1,1,1,1,1,1,1,182,80,10,20,8752856,6734,6384,5884,Mediterranean_Hispanic,134,12,1994/4/25,0,0,17903,,55067158
Leonardo Sigali,D C,35,135,144,Argentina,Racing Club de Avellaneda,4,8,12,10,13,6,16,4,8,16,12,8,15,12,17,14,15,11,12,12,10,15,10,17,9,14,15,15,13,14,14,12,14,13,15,14,14,8,14,7,14,1,3,3,3,3,3,1,1,2,1,1,3,12,8,14,14,16,15,12,1,1,20,14,1,1,1,1,1,1,1,1,1,1,181,75,8,20,142883,6658,6658,4509,Mediterranean_Hispanic,136,6,1987/5/29,0,0,29136,,964666
David Luiz,D C,35,135,157,"Brazil,Portugal",FLA,6,9,13,11,13,13,15,12,13,14,15,13,15,13,17,15,16,11,9,15,10,16,14,14,12,13,14,15,12,12,12,15,14,12,13,14,8,13,13,10,13,4,4,4,1,2,3,3,1,2,2,1,15,20,10,15,12,14,11,10,1,10,20,10,1,1,15,1,1,1,1,1,1,1,189,86,13,20,508987,6711,6912,6187,Northern_European,138,1,1987/4/22,57,3,44728,,2114068
Musa Barrow,AM/S LC,23,135,150,The Gambia,Bologna FC 1909,12,13,14,13,14,12,12,14,4,4,13,12,5,14,12,12,10,12,10,11,11,10,16,8,12,4,12,10,15,15,13,10,13,16,13,11,11,10,10,5,13,3,4,2,1,2,1,1,2,2,3,2,14,10,8,12,11,16,12,11,1,1,1,1,1,1,1,1,1,1,20,15,10,19,184,76,10,20,11446401,6750,6850,5500,African_Caribbean,131,18,1998/11/14,27,4,28461,,43372270
Thiago Almada,AM RLC,21,135,-85,"Argentina,Italy",Atlanta United FC,13,12,14,12,15,13,4,15,4,7,15,16,7,16,13,13,9,14,12,15,15,14,16,6,14,8,14,12,14,15,14,5,14,12,13,7,13,5,13,5,14,1,2,3,1,4,1,1,1,4,2,1,13,15,10,13,14,12,14,7,1,1,1,1,1,1,1,10,14,10,18,20,16,12,171,64,8,20,18919812,6989,6752,5063,Mediterranean_Hispanic,133,9,2001/4/26,1,0,45216,,14172522
Ben Brereton Díaz,AM/S RL,23,135,145,"Chile,England",Blackburn Rovers,5,9,14,14,12,11,12,12,3,5,11,13,4,13,10,12,12,13,11,10,11,13,10,7,12,5,15,15,15,12,12,13,15,15,14,15,12,3,11,3,12,1,3,2,2,3,2,1,2,1,2,3,13,15,1,14,14,16,6,15,1,1,1,1,1,1,1,1,1,1,20,12,15,20,186,80,14,20,15614983,6744,6744,5994,Northern_European,129,4,1999/4/18,15,4,8699,,29159400
Joe Rodon,D C,24,135,144,Wales,Tottenham Hotspur,4,7,9,5,11,3,14,4,10,13,11,5,14,12,13,14,16,12,12,10,13,15,9,13,9,13,14,14,13,13,11,16,12,14,13,15,14,6,12,14,5,2,3,1,1,2,1,2,3,1,3,3,8,15,8,10,8,14,11,10,1,1,20,5,1,1,1,1,1,1,1,1,1,1,193,76,13,20,11563463,6750,7250,5400,Northern_European,135,1,1997/10/22,28,0,27838,Stade Rennais FC,28100477
Matheus Pereira,M/AM RLC,26,135,148,"Brazil,Portugal",Al-Hilal Saudi Football Club,14,15,16,13,15,13,6,15,7,6,14,11,6,16,9,10,9,13,8,14,12,8,17,6,14,6,10,8,15,16,12,7,14,14,12,7,13,15,13,4,11,2,2,1,3,1,1,2,2,1,4,1,7,16,16,10,13,7,5,8,1,1,1,1,1,1,1,17,1,18,17,19,20,11,175,69,20,9,347975206,6750,5695,5745,Mixed_Race,130,12,1996/5/5,0,0,123760,,55070289
Ante Budimir,S,31,135,142,Croatia,Atlético Pamplona,6,8,10,15,11,4,17,10,3,7,12,16,12,12,13,16,14,14,13,10,13,16,13,5,16,12,14,14,11,11,15,16,15,12,14,18,14,8,12,7,8,2,3,2,1,3,3,1,1,3,4,2,11,13,7,8,10,13,12,12,1,1,1,1,1,1,1,1,1,1,7,1,7,20,190,75,20,8,347975206,6600,6700,4500,Northern_European,134,3,1991/7/22,14,1,11901,,24003746
Fernando Muslera,GK,36,135,160,"Uruguay,Italy,Argentina",Galatasaray A.Ş.,4,2,9,2,11,9,8,1,1,3,11,7,2,10,10,15,13,12,10,10,11,17,8,16,7,17,13,12,11,15,12,15,16,10,11,12,12,2,12,6,12,12,10,14,7,16,11,15,15,14,4,14,15,13,4,18,18,18,15,18,20,1,1,1,1,1,1,1,1,1,1,1,1,1,190,84,8,20,347975206,7050,7545,5555,Northern_European,134,3,1986/6/16,133,0,80126,,78001113
Joe Willock,M C,22,135,155,"England,Montserrat",Newcastle United,7,11,14,13,14,10,7,11,4,7,14,9,10,14,10,12,12,14,12,13,13,13,15,4,14,9,14,14,17,17,12,8,13,14,14,12,13,6,13,8,14,3,2,4,2,3,3,3,3,2,1,2,17,16,8,12,13,13,13,14,1,1,1,1,1,1,12,12,20,12,13,12,13,1,179,71,10,20,49505273,6750,6750,5500,African_Caribbean,133,15,1999/8/20,0,0,92793,,28106684
Lucas Leiva,DM,35,135,155,"Brazil,Italy",GRE,13,7,10,10,15,3,13,10,4,15,15,11,17,13,15,18,18,15,14,12,13,19,11,14,13,15,16,16,9,9,14,10,17,9,10,12,14,11,15,10,12,3,2,1,1,2,3,1,1,1,4,2,19,17,6,19,17,20,13,16,1,1,11,1,1,1,20,1,14,1,1,10,1,1,179,73,11,20,861432,6900,6900,6250,Mediterranean_Hispanic,134,3,1987/1/9,22,0,22277,,8833577
Thilo Kehrer,D RC,25,135,146,"Germany,Burundi",West Ham United,6,10,9,6,13,5,14,8,10,14,13,7,15,13,14,13,14,14,12,12,12,10,9,12,7,11,13,13,13,13,12,14,16,15,14,13,12,13,14,5,17,3,2,2,2,1,2,2,1,3,3,3,10,17,15,6,12,9,14,12,1,12,20,17,8,10,15,1,15,1,1,1,1,1,186,76,14,20,22075703,6750,6750,5500,Mixed_Race,133,11,1996/9/21,20,0,110192,,91126230
Marcos Rojo,D C,32,135,144,Argentina,Club Atlético Boca Juniors,5,10,9,6,12,4,15,6,10,15,12,8,16,13,17,15,18,10,11,6,10,12,6,16,12,15,15,14,12,14,14,13,14,14,15,14,12,16,15,13,12,2,4,4,2,2,1,3,3,3,2,1,12,9,7,14,14,12,14,14,1,13,20,1,10,1,1,1,1,1,1,1,1,1,187,80,20,8,1023951,6688,6688,4447,Native_American,136,11,1990/3/20,61,3,53437,,14020763
Akram Afif,M/AM/S RLC,25,135,145,"Qatar,Tanzania",Al-Sadd Sports Club,11,14,13,14,15,8,3,12,5,4,13,12,2,15,8,12,14,11,11,14,10,16,15,7,13,5,8,10,16,15,11,10,14,14,13,8,12,6,11,7,13,1,1,2,3,2,2,1,3,1,1,1,13,14,8,12,12,11,10,11,1,1,1,1,1,1,1,16,1,1,20,16,16,16,177,0,10,20,21585106,6750,7250,5267,North_African__Middle_Eastern,124,12,1996/11/18,83,24,69684,,18091019
Carlos Fernández,S C,26,135,145,Spain,Real San Sebastián,7,11,12,15,13,8,14,11,6,6,13,12,7,14,13,13,12,13,13,13,14,14,13,11,14,6,13,14,12,12,11,14,12,14,14,13,14,5,14,16,12,1,1,2,3,1,3,1,3,3,3,2,10,11,9,15,10,16,14,8,1,1,1,1,1,1,1,1,1,1,1,15,1,20,186,72,20,11,6456189,6650,6650,4750,Mediterranean_Hispanic,133,4,1996/5/22,0,0,14736,,67184485
Mattias Svanberg,M C,23,135,155,Sweden,VfL Wolfsburg,14,11,13,11,14,14,11,15,4,11,13,11,12,14,13,12,13,13,13,14,13,14,14,8,14,12,12,14,13,12,14,11,15,14,14,12,12,11,12,6,14,3,3,3,3,4,2,4,1,3,3,3,11,14,6,12,12,14,12,12,1,1,1,1,1,1,15,10,20,12,10,15,12,8,185,77,11,20,19135911,6747,6397,5747,Northern_European,135,1,1999/1/5,21,1,57533,,93065023
Fayçal Fajr,M/AM C,33,135,143,"Morocco,France",Al-Wehda Football Club,15,15,13,9,14,14,8,14,5,9,16,13,9,15,16,12,11,13,14,15,12,17,15,13,13,7,12,13,13,14,12,10,14,13,14,12,10,9,11,7,8,4,2,1,2,2,1,4,1,2,3,4,15,15,8,13,10,12,11,9,1,1,1,1,1,1,14,1,20,1,1,16,1,1,179,70,12,20,347975206,6750,6800,5950,North_African__Middle_Eastern,134,11,1988/8/1,51,4,29999,,85084000
Burak Yılmaz,S,37,135,145,Turkey,Fortuna Sittard,7,9,13,17,11,14,13,13,8,5,11,16,3,11,10,15,9,15,13,10,13,15,12,13,17,6,12,10,13,12,10,14,16,15,8,14,14,17,12,12,5,1,1,2,1,1,4,3,1,3,1,1,8,17,12,6,15,16,5,12,1,1,1,1,1,1,1,1,1,1,14,14,14,20,188,80,12,20,347975206,6750,6750,5300,Mediterranean_Hispanic,134,7,1985/7/15,77,31,9588,,470884
Marash Kumbulla,D C,22,135,154,"Albania,Italy",Associazione Sportiva Roma,5,7,8,9,11,5,17,5,13,16,12,6,15,10,8,14,13,11,11,9,12,11,7,6,5,14,16,15,10,9,12,16,15,15,16,15,12,13,11,8,4,1,2,2,2,2,3,2,1,1,4,2,14,15,7,12,8,16,13,12,1,1,20,7,1,1,1,1,1,1,1,1,1,1,191,82,11,20,18188001,6750,6950,5600,Mediterranean_Hispanic,133,2,2000/2/8,15,0,64038,,43296495
Victor Nelsson,D C,23,135,150,Denmark,Galatasaray A.Ş.,5,7,10,5,12,6,13,6,4,15,13,7,14,12,15,14,16,14,16,12,14,15,4,15,10,14,14,15,11,11,12,14,15,11,14,15,18,13,15,7,15,3,2,2,3,2,3,3,3,3,4,3,16,15,3,15,16,16,11,13,1,1,20,8,1,1,15,5,10,5,1,1,1,1,185,83,9,20,9195838,6950,6500,5600,Northern_European,135,3,1998/10/14,7,0,41665,,27107366
Nicolas Höfler,DM/M C,32,135,138,Germany,Sport-Club Freiburg,8,11,9,7,13,6,9,8,10,12,15,7,12,14,12,13,11,16,17,14,16,12,7,12,10,13,18,15,11,13,12,9,16,12,16,12,17,8,15,7,16,2,2,1,2,3,2,3,1,1,3,1,7,10,3,16,13,16,14,18,1,1,13,12,1,12,20,1,20,1,1,1,1,1,181,81,10,20,1848645,6500,6500,4750,Northern_European,133,4,1990/3/9,0,0,11538,,35017386
Japhet Tanganga,D RC,23,135,146,"England,Democratic Republic of Congo",Tottenham Hotspur,4,10,9,7,12,5,14,7,11,13,10,5,14,13,14,13,15,13,12,10,13,15,9,9,13,14,13,14,13,13,12,15,15,14,15,15,12,7,1,10,12,3,4,4,1,1,3,3,1,1,3,2,14,14,5,9,14,14,12,15,1,14,20,18,1,13,1,1,1,1,1,1,1,1,186,83,10,20,20161253,6750,6750,5250,African_Caribbean,134,15,1999/3/31,0,0,28998,,28106874
Santi Comesaña,DM/M C,25,135,145,Spain,Vallecano,9,10,11,11,13,7,14,10,6,12,14,7,13,13,12,15,13,12,13,13,14,14,11,14,13,14,14,14,12,13,12,13,15,13,14,14,13,12,10,8,13,1,3,3,2,3,3,2,1,2,1,1,14,15,8,12,12,13,10,8,1,1,9,1,1,1,18,1,20,1,1,12,1,1,184,75,11,20,5468604,6750,6750,4750,Mediterranean_Hispanic,134,5,1996/10/5,0,0,14585,,67224142
Vitaly Janelt,DM/M C,24,135,148,Germany,Brentford,10,12,13,12,13,9,12,13,12,12,14,8,14,13,16,14,16,13,14,13,12,15,8,12,11,12,15,15,12,12,14,12,16,12,15,14,14,12,14,5,13,1,1,1,2,1,1,2,3,3,1,2,14,13,11,10,14,13,12,16,1,12,10,12,1,1,20,1,20,1,1,1,1,1,184,79,20,10,25632341,6750,6750,5250,Northern_European,136,3,1998/5/10,0,0,46397,,91143519
Jason Denayer,D C,27,135,141,"Belgium,Democratic Republic of Congo",Shabab Al-Ahli Dubai Football Club,5,5,11,5,14,5,13,5,5,15,13,5,15,14,12,14,14,13,12,11,11,12,11,13,8,15,14,13,15,14,14,13,12,15,12,14,14,7,14,10,14,3,2,1,2,2,2,2,1,3,4,2,15,11,2,17,11,15,15,14,1,12,20,14,1,1,14,1,1,1,1,1,1,1,184,80,10,20,9888314,6500,6500,5750,African_Caribbean,136,12,1995/6/28,35,1,74999,,18081611
Matt Turner,GK,28,135,140,"United States,Lithuania",Arsenal,3,3,8,1,9,7,1,1,1,1,9,2,3,4,6,12,12,12,14,9,13,12,6,8,3,15,11,10,11,15,6,12,6,10,12,14,12,6,10,6,12,14,15,13,10,15,12,14,15,7,6,10,12,12,6,12,12,12,13,13,20,1,1,1,1,1,1,1,1,1,1,1,1,1,191,89,10,20,9494887,6739,6739,4739,Northern_European,133,1,1994/6/24,17,0,46397,,72046884
Lucas Boyé,AM/S RLC,26,135,140,"Argentina,Italy",Elche,9,10,16,12,13,11,14,12,6,7,10,12,7,14,11,11,10,11,10,11,9,11,15,7,12,6,15,18,15,13,15,12,12,15,13,17,10,4,9,7,10,2,3,1,3,1,3,1,3,2,3,2,11,14,6,12,7,12,14,13,1,1,1,1,1,1,1,1,1,1,15,18,15,20,183,80,10,20,6332507,6700,6200,5050,Mediterranean_Hispanic,130,1,1996/2/28,1,0,8901,,14110829
Rubén Peña,D/WB/M/AM R,31,135,145,Spain,Atlético Pamplona,8,14,14,9,12,8,8,10,13,12,13,10,14,12,10,13,12,12,13,13,14,11,10,7,14,13,12,13,13,13,13,8,12,13,13,10,12,10,10,7,14,2,2,3,1,1,1,2,2,1,1,3,19,8,4,10,12,11,11,15,1,10,1,20,11,18,1,13,1,16,14,14,16,11,170,65,12,20,347975206,6650,6650,3400,Mediterranean_Hispanic,126,6,1991/7/18,0,0,12894,,67177699
Juan Dinenno,S,27,135,140,"Argentina,Italy",Pumas de la UNAM,7,10,12,15,10,11,15,10,6,4,10,15,4,13,7,15,11,13,13,9,13,13,12,10,16,6,15,16,14,11,16,13,13,13,14,15,14,7,11,6,11,2,2,2,3,3,3,2,2,1,2,3,12,13,10,13,12,12,11,16,1,1,1,1,1,1,1,1,1,1,1,10,1,20,186,84,10,20,5190563,6700,6700,3526,Mediterranean_Hispanic,133,6,1994/8/28,0,0,19472,,14083720
Martín Campaña,GK,33,135,150,Uruguay,Al-Batin Football Club,5,1,1,3,12,9,1,3,1,1,12,3,2,11,8,14,13,13,14,11,12,13,13,18,3,12,14,13,10,12,13,13,13,11,13,12,14,11,16,6,13,12,12,14,15,14,13,14,16,12,11,14,14,7,6,13,10,15,15,12,20,1,1,1,1,1,1,1,1,1,1,1,1,1,186,85,8,20,347975206,6900,6900,5500,Mediterranean_Hispanic,134,8,1989/5/29,9,0,20357,,78021572
